Track Album Name,Track Name,Artist Name,Track Popularity,Date Added
"good kid, m.A.A.d city (Deluxe)",m.A.A.d city,Kendrick Lamar,68,2021-08-17 07:43:54+00:00
Whole Lotta Red,Rockstar Made,Playboi Carti,74,2021-08-16 20:05:47+00:00
Whole Lotta Red,ILoveUIHateU,Playboi Carti,81,2021-08-11 16:05:33+00:00
Whole Lotta Red,Sky,Playboi Carti,86,2021-08-10 14:40:47+00:00
Savage Mode,X (feat. Future),21 Savage,75,2021-08-03 16:43:43+00:00
NOT ALL HEROES WEAR CAPES (Deluxe),Don't Come Out The House (with 21 Savage),Metro Boomin,72,2021-08-03 16:43:21+00:00
DOĞA,Dondurma,Murda,27,2021-07-23 14:56:38+00:00
SlimeBall 2,EA (feat. 21 Savage),Young Nudy,79,2021-07-22 03:00:22+00:00
Evil Genius,Wake Up in the Sky,Gucci Mane,77,2021-07-16 11:49:16+00:00
Tubthumper,Tubthumping,Chumbawamba,72,2021-07-16 09:34:00+00:00
Revenge Of The Dreamers III,Sunset (with J. Cole feat. Young Nudy),Dreamville,56,2021-07-14 18:12:30+00:00
The Off-Season,9 5 . s o u t h,J. Cole,65,2021-07-12 16:15:37+00:00
Qualcuno mi può giudicare,Sole spento,Caterina Caselli,46,2021-07-03 18:54:08+00:00
Eve Of Destruction,Eve Of Destruction,Barry McGuire,58,2021-07-03 18:49:07+00:00
Scorpio's Dance,Send Me A Postcard,Shocking Blue,54,2021-07-03 16:54:41+00:00
The Off-Season,m y . l i f e (with 21 Savage & Morray),J. Cole,81,2021-07-02 11:21:36+00:00
Without Warning,Still Serving,21 Savage,59,2021-06-30 22:14:07+00:00
Issa Album,Bad Business,21 Savage,53,2021-06-29 03:13:16+00:00
Issa Album,Whole Lot,21 Savage,54,2021-06-29 03:13:11+00:00
Issa Album,Money Convo,21 Savage,50,2021-06-29 03:12:55+00:00
Mercedes-Benz,Mercedes-Benz,Organize,58,2021-06-29 03:11:45+00:00
Without Warning,Run Up the Racks,21 Savage,57,2021-06-29 03:11:17+00:00
Sharingan,Sharingan,Reckol,48,2021-06-29 01:53:58+00:00
Dumanı Pasla,Dumanı Pasla,Batuflex,62,2021-06-29 01:53:51+00:00
Kan,Krvn,UZI,62,2021-06-29 01:53:49+00:00
Ransom 2,"Gucci On My (feat. 21 Savage, YG & Migos)",Mike WiLL Made-It,53,2021-06-28 15:48:35+00:00
Teatro d'ira - Vol. I,I WANNA BE YOUR SLAVE,Måneskin,84,2021-06-28 15:43:23+00:00
SYRE,Icon,Jaden,69,2021-06-28 14:59:53+00:00
Okkey EP,Cem Yılmaz,Batuflex,45,2021-06-28 14:55:41+00:00
Without Warning,Darth Vader,21 Savage,58,2021-06-28 14:55:22+00:00
Chosen,Beggin',Måneskin,85,2021-06-28 14:48:55+00:00
ASTROWORLD,5% TINT,Travis Scott,82,2021-06-28 14:45:36+00:00
Without Warning,Nightmare,21 Savage,63,2021-06-27 21:03:40+00:00
Gully (Original Motion Picture Soundtrack),BETRAYED,Various Artists,62,2021-06-05 22:07:06+00:00
Kafeste,Kafeste,Murda,36,2021-06-01 11:20:48+00:00
Culture II,Narcos,Migos,71,2021-05-23 12:32:32+00:00
Pegasus,Weeeeee,Trippie Redd,57,2021-05-15 21:40:34+00:00
Spiral: From The Book of Saw Soundtrack,Emergency (feat. Gunna & Young Thug),21 Savage,52,2021-05-15 18:42:13+00:00
KHALED KHALED,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled,63,2021-05-02 11:37:34+00:00
Spiral,Spiral,21 Savage,62,2021-05-02 10:10:48+00:00
Turks,Turks (feat. Travis Scott),NAV,65,2021-04-18 17:33:19+00:00
Slime Language 2,Solid (feat. Drake),Young Stoner Life,72,2021-04-16 16:04:58+00:00
Trappin Brains,Brains,issa nine,0,2021-03-28 20:21:04+00:00
Scary Hours 2,Lemon Pepper Freestyle (feat. Rick Ross),Drake,68,2021-03-13 13:31:41+00:00
Scary Hours 2,What’s Next,Drake,74,2021-03-08 22:52:09+00:00
Trappin Brains,Trappin,issa nine,0,2021-03-05 10:02:14+00:00
Trappin Brains,Moonrocks,issa nine,0,2021-03-05 07:37:22+00:00
Psycho (feat. Ty Dolla $ign),Psycho (feat. Ty Dolla $ign),Post Malone,79,2021-02-10 10:41:09+00:00
Coming In Hot,Coming In Hot,Andy Mineo,63,2021-02-05 14:02:03+00:00
Breathing,Breathing,Ben Böhmer,68,2021-02-02 22:15:24+00:00
Opp Stoppa (feat. 21 Savage),Opp Stoppa (feat. 21 Savage),YBN Nahmir,65,2021-02-01 09:00:00+00:00
Astronaut In The Ocean,Astronaut In The Ocean,Masked Wolf,77,2021-01-26 12:23:31+00:00
Sugar,Sugar (feat. Francesco Yates),Robin Schulz,81,2021-01-25 08:46:40+00:00
MONTANA,No Stylist (feat. Drake),French Montana,61,2021-01-12 09:49:19+00:00
THE SCOTTS,THE SCOTTS,THE SCOTTS,78,2020-12-23 06:47:47+00:00
Exodus (Deluxe Edition),Three Little Birds,Bob Marley & The Wailers,80,2020-12-16 15:27:26+00:00
i am > i was (Deluxe),gun smoke,21 Savage,50,2020-12-14 07:32:07+00:00
NOT ALL HEROES WEAR CAPES (Deluxe),"No More (feat. Travis Scott, Kodak Black & 21 Savage)",Metro Boomin,64,2020-12-14 07:32:04+00:00
NOT ALL HEROES WEAR CAPES (Deluxe),Dreamcatcher (feat. Swae Lee & Travis Scott),Metro Boomin,69,2020-12-14 07:32:02+00:00
Bill Israel,Pimpin Ain't Eazy,Kodak Black,55,2020-12-13 01:26:28+00:00
Take One,Take One,Kodak Black,51,2020-12-13 01:11:17+00:00
Fuck The World,Fuck The World (Summer in London),Brent Faiyaz,72,2020-12-12 21:29:55+00:00
Dex Meets Dexter,PICK IT UP (feat. A$AP Rocky),Famous Dex,68,2020-12-12 21:29:54+00:00
The Lost Boy,Have Mercy,Cordae,60,2020-12-12 21:29:52+00:00
The Search,WHY,NF,63,2020-12-12 21:29:52+00:00
JESUS IS KING,Follow God,Kanye West,78,2020-12-12 21:29:50+00:00
Issa Album,Bank Account,21 Savage,80,2020-12-12 21:29:50+00:00
2014 Forest Hills Drive,G.O.M.D,J. Cole,75,2020-12-12 21:29:49+00:00
FATHER OF 4,Came A Long Way,Offset,50,2020-12-12 21:29:48+00:00
Sanguine Paradise,Sanguine Paradise,Lil Uzi Vert,71,2020-12-12 21:29:48+00:00
Chill Bill (feat. J. Davi$ & Spooks),Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,78,2020-12-12 21:29:47+00:00
DAMN.,HUMBLE.,Kendrick Lamar,87,2020-12-12 21:29:47+00:00
Nothing,Oompa Loompa,Sig,50,2020-12-12 21:29:46+00:00
SAVAGE MODE II,My Dawg,21 Savage,64,2020-12-12 21:29:46+00:00
SAVAGE MODE II,Slidin,21 Savage,72,2020-12-12 21:29:46+00:00
SAVAGE MODE II,RIP Luv,21 Savage,72,2020-12-12 21:29:45+00:00
SAVAGE MODE II,Said N Done,21 Savage,65,2020-12-12 21:29:44+00:00
SAVAGE MODE II,Brand New Draco,21 Savage,67,2020-12-12 21:29:43+00:00
SAVAGE MODE II,No Opp Left Behind,21 Savage,65,2020-12-12 21:29:43+00:00
SAVAGE MODE II,Many Men,21 Savage,72,2020-12-12 21:29:42+00:00
SAVAGE MODE II,Snitches & Rats (feat. Young Nudy),21 Savage,63,2020-12-12 21:29:42+00:00
SAVAGE MODE II,Steppin On Niggas,21 Savage,61,2020-12-12 21:29:42+00:00
SAVAGE MODE II,Rich Nigga Shit (feat. Young Thug),21 Savage,84,2020-12-12 21:29:41+00:00
SAVAGE MODE II,Mr. Right Now (feat. Drake),21 Savage,75,2020-12-12 21:29:41+00:00
Project Baby 2: All Grown Up (Deluxe Edition),Codeine Dreaming (feat. Lil Wayne),Kodak Black,65,2020-12-12 21:29:40+00:00
SAVAGE MODE II,Runnin,21 Savage,84,2020-12-12 21:29:40+00:00
Shoot For The Stars Aim For The Moon,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,80,2020-12-12 21:29:39+00:00
Too Hard,Sum More,Lil Baby,47,2020-12-12 21:29:39+00:00
Overwhelmed,overwhelmed,Royal & the Serpent,70,2020-12-12 21:29:38+00:00
M to the B,M to the B,Millie B,56,2020-12-12 21:29:37+00:00
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,75,2020-12-12 21:29:37+00:00
Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake,81,2020-12-12 21:29:36+00:00
Hear No Evil,Now (feat. 21 Savage),Young Thug,54,2020-12-12 21:29:36+00:00
Savage Mode,Real Nigga,21 Savage,53,2020-12-12 21:29:36+00:00
"The Plan (From the Motion Picture ""TENET"")","The Plan - From the Motion Picture ""TENET""",Travis Scott,61,2020-12-12 21:29:34+00:00
Harder Than Ever,Transporter,Lil Baby,50,2020-12-12 21:29:33+00:00
Forever,Forever,ilyTOMMY,73,2020-12-12 21:29:33+00:00
Black Panther The Album Music From And Inspired By,Paramedic!,Kendrick Lamar,64,2020-12-12 21:29:32+00:00
Watch The Throne (Deluxe),Ni**as In Paris,JAY-Z,86,2020-12-12 21:29:31+00:00
ROXANNE,ROXANNE,Arizona Zervas,79,2020-12-12 21:29:31+00:00
POPSTAR (feat. Drake),POPSTAR (feat. Drake),DJ Khaled,73,2020-12-12 21:29:30+00:00
Wash Us In The Blood,Wash Us In The Blood,Kanye West,59,2020-12-12 21:29:30+00:00
ILL-Made,ILL-Made,IMPERIAL,6,2020-12-12 21:29:29+00:00
Deep End Freestyle,Deep End Freestyle,Sleepy Hallow,63,2020-12-12 21:29:29+00:00
Третий,Russian Paradise,AK-47,52,2020-12-12 21:29:28+00:00
Drip or Drown,Drip or Drown,Gunna,79,2020-12-12 21:29:28+00:00
BLAME IT ON BABY,ROCKSTAR (feat. Roddy Ricch),DaBaby,79,2020-12-12 21:29:28+00:00
YAYA,YAYA,6ix9ine,55,2020-12-12 21:29:27+00:00
ASTROWORLD,WAKE UP,Travis Scott,71,2020-12-12 21:29:26+00:00
"Passion, Pain & Demon Slayin'",Rose Golden,Kid Cudi,60,2020-12-12 21:29:25+00:00
No Mercy,That's All She Wrote,T.I.,68,2020-12-12 21:29:25+00:00
Funky Friday,Funky Friday,Dave,69,2020-12-12 21:29:24+00:00
Keanu Reeves,Keanu Reeves,Logic,63,2020-12-12 21:29:24+00:00
beerbongs & bentleys,rockstar (feat. 21 Savage),Post Malone,86,2020-12-12 21:29:23+00:00
Dying to Live,Take One,Kodak Black,51,2020-12-12 21:29:23+00:00
i am > i was (Deluxe),out for the night,21 Savage,50,2020-12-12 21:29:23+00:00
i am > i was (Deluxe),all my friends,21 Savage,51,2020-12-12 21:29:22+00:00
i am > i was (Deluxe),a lot,21 Savage,59,2020-12-12 21:29:22+00:00
i am > i was (Deluxe),pad lock,21 Savage,50,2020-12-12 21:29:22+00:00
i am > i was (Deluxe),monster,21 Savage,49,2020-12-12 21:29:21+00:00
i am > i was (Deluxe),1.5,21 Savage,51,2020-12-12 21:29:21+00:00
i am > i was (Deluxe),good day,21 Savage,45,2020-12-12 21:29:21+00:00
i am > i was (Deluxe),a&t,21 Savage,47,2020-12-12 21:29:20+00:00
i am > i was (Deluxe),asmr,21 Savage,51,2020-12-12 21:29:19+00:00
Savage Mode,Feel It,21 Savage,54,2020-12-12 21:29:19+00:00
Better off Dead,Gucci Coffin,Josh A,49,2020-12-12 21:29:18+00:00
Tha Carter V,Uproar,Lil Wayne,67,2020-12-12 21:29:18+00:00
i am > i was (Deluxe),letter 2 my momma,21 Savage,46,2020-12-12 21:29:18+00:00
Keys,Keys,IMPERIAL,22,2020-12-12 21:29:17+00:00
The Slaughter Tape,Pimp,21 Savage,35,2020-12-12 21:29:17+00:00
KOD,KOD,J. Cole,67,2020-12-12 21:29:17+00:00
Dark Lane Demo Tapes,Chicago Freestyle (feat. Giveon),Drake,83,2020-12-12 21:29:16+00:00
Hot (Remix) [feat. Gunna and Travis Scott],Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,64,2020-12-12 21:29:16+00:00
Interior Crocodile Alligator,Interior Crocodile Alligator,Chip Tha Ripper,44,2020-12-12 21:29:12+00:00
Racks 2 Skinny,Racks 2 Skinny,Migos,57,2020-12-12 21:29:11+00:00
DAMN.,DNA.,Kendrick Lamar,82,2020-12-12 21:29:10+00:00
AYA,AYA,Murda,55,2020-12-12 21:29:09+00:00
Rise Of An Empire (Deluxe Edition),Trophies,Young Money,77,2020-12-12 21:29:09+00:00
721,721,Yxngxr1,44,2020-12-12 21:29:07+00:00
death bed (coffee for your head),death bed (coffee for your head),Powfu,83,2020-12-12 21:29:07+00:00
On the Run,Sin (feat. Jaden Smith),Young Thug,56,2020-12-12 21:29:06+00:00
i am > i was (Deluxe),break da law,21 Savage,51,2020-12-12 21:29:06+00:00
Eternal Atake (Deluxe) - LUV vs. The World 2,Yessirskiii,Lil Uzi Vert,70,2020-12-12 21:29:06+00:00
Blank Blank,21,DaBaby,55,2020-12-12 21:29:05+00:00
A Love Letter To You 4,Death (feat. DaBaby),Trippie Redd,65,2020-12-12 21:29:04+00:00
Havin My Way (feat. Lil Durk),Havin My Way (feat. Lil Durk),Lil Skies,62,2020-12-12 21:29:03+00:00
i am > i was,a lot,21 Savage,84,2020-12-12 21:29:02+00:00
Suicidal (Remix) [feat. Juice WRLD],Suicidal (feat. Juice WRLD) - Remix,YNW Melly,76,2020-12-12 21:29:02+00:00
"Hurry up, We're Dreaming",Midnight City,M83,77,2020-12-12 21:29:02+00:00
"No Flag (feat. Nicki Minaj, 21 Savage & Offset)","No Flag (feat. Nicki Minaj, 21 Savage & Offset)",London On Da Track,49,2020-12-12 21:29:01+00:00
"Living Life, In The Night","Living Life, In The Night",Cheriimoya,78,2020-12-12 21:29:01+00:00
Still Be Friends (feat. Tory Lanez & Tyga),Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,66,2020-12-12 21:29:00+00:00
The Beautiful & Damned,No Limit,G-Eazy,72,2020-12-12 21:29:00+00:00
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]","Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",Ty Dolla $ign,82,2020-12-12 21:29:00+00:00
K.T.S.E.,Rose In Harlem,Teyana Taylor,56,2020-12-12 21:28:59+00:00
The Last Rocket,I Remember,Takeoff,43,2020-12-12 21:28:59+00:00
Music To Be Murdered By,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",Eminem,63,2020-12-12 21:28:57+00:00
Evil Genius,Cold Shoulder (feat. YoungBoy Never Broke Again),Gucci Mane,40,2020-12-12 21:28:57+00:00
i am > i was,break da law,21 Savage,60,2020-12-12 21:28:57+00:00
I Still Am,Yellow Tape (feat. 21 Savage),Yo Gotti,32,2020-12-12 21:28:56+00:00
More Life,Portland,Drake,75,2020-12-12 21:28:56+00:00
Savage Mode,No Advance,21 Savage,57,2020-12-12 21:28:55+00:00
Without Warning,Mad Stalkers,21 Savage,63,2020-12-12 21:28:55+00:00
Music To Be Murdered By,Those Kinda Nights (feat. Ed Sheeran),Eminem,64,2020-12-12 21:28:54+00:00
WHATS POPPIN,WHATS POPPIN,Jack Harlow,80,2020-12-12 21:28:54+00:00
Revenge,Revenge,Joyner Lucas,51,2020-12-12 21:28:54+00:00
EH BABA,EH BABA,Murda,46,2020-12-12 21:28:53+00:00
KIRK,OFF THE RIP,DaBaby,54,2020-12-12 21:28:53+00:00
Church Of Scars,River,Bishop Briggs,77,2020-12-12 21:28:52+00:00
L.O.D.,Priice Tag,Desiigner,39,2020-12-12 21:28:51+00:00
i am > i was,all my friends,21 Savage,63,2020-12-12 21:28:51+00:00
SUPERFLY (Original Motion Picture Soundtrack),What's Up With That (Future feat. 21 Savage),Future,40,2020-12-12 21:28:51+00:00
Mini World,Dernière danse,Indila,81,2020-12-12 21:28:50+00:00
If You're Reading This It's Too Late,Energy,Drake,74,2020-12-12 21:28:50+00:00
Metallica,Nothing Else Matters,Metallica,83,2020-12-12 21:28:49+00:00
Music To Be Murdered By,Godzilla (feat. Juice WRLD),Eminem,90,2020-12-12 21:28:49+00:00
The Wall (Remastered),"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,75,2020-12-12 21:28:49+00:00
Music To Be Murdered By,Leaving Heaven (feat. Skylar Grey),Eminem,62,2020-12-12 21:28:48+00:00
Music To Be Murdered By,Darkness,Eminem,63,2020-12-12 21:28:48+00:00
Ghetto Gospel,Close Enough to Hurt,Rod Wave,67,2020-12-12 21:28:47+00:00
No Scrubs,No Scrubs,Unlike Pluto feat. Joanna Jones,59,2020-12-12 21:28:46+00:00
Please Excuse Me for Being Antisocial,The Box,Roddy Ricch,86,2020-12-12 21:28:46+00:00
The Blueprint 3,Empire State Of Mind,JAY-Z,85,2020-12-12 21:28:46+00:00
Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,78,2020-12-12 21:28:45+00:00
JACKBOYS,OUT WEST (feat. Young Thug),JACKBOYS,80,2020-12-12 21:28:44+00:00
Double Or Nothing (& Metro Boomin),Pull Up N Wreck (& Metro Boomin),Big Sean,52,2020-12-12 21:28:44+00:00
ASTROWORLD,SICKO MODE,Travis Scott,87,2020-12-12 21:28:42+00:00
Immortal,Immortal,21 Savage,75,2020-12-12 21:28:42+00:00
Falling,Falling,Trevor Daniel,80,2020-12-12 21:28:42+00:00
7 EP,Old Town Road,Lil Nas X,77,2020-12-12 21:28:41+00:00
Savage Mode,No Heart,21 Savage,76,2020-12-12 21:28:40+00:00
Issa Album,7 Min Freestyle,21 Savage,55,2020-12-12 21:28:40+00:00
I Decided.,Bounce Back,Big Sean,71,2020-12-12 21:28:39+00:00
Cottonwood,Step,NLE Choppa,53,2020-12-12 21:28:38+00:00
Championships,Going Bad (feat. Drake),Meek Mill,81,2020-12-12 21:28:38+00:00
MUDBOY,Mo Bamba,Sheck Wes,81,2020-12-12 21:28:37+00:00
JACKBOYS,WHAT TO DO? (feat. Don Toliver),JACKBOYS,71,2020-12-12 21:28:37+00:00
Without Warning,Ric Flair Drip (with Metro Boomin),21 Savage,87,2020-12-12 21:28:37+00:00
Cottonwood,Shotta Flow (feat. Blueface) [Remix],NLE Choppa,75,2020-12-12 21:28:36+00:00
Please Excuse Me for Being Antisocial,Start Wit Me (feat. Gunna),Roddy Ricch,67,2020-12-12 21:28:36+00:00
Without Warning,Ghostface Killers (feat. Travis Scott),21 Savage,74,2020-12-12 21:28:35+00:00
Tonight,Tonight,Brayke,27,2020-12-12 21:28:34+00:00
NOT ALL HEROES WEAR CAPES (Deluxe),No Complaints (feat. Offset & Drake) (Bonus),Metro Boomin,70,2020-12-12 21:28:33+00:00
Hotel California (Deluxe),Switch Lanes,Tyga,63,2020-12-12 21:28:33+00:00
ASTROWORLD,YOSEMITE,Travis Scott,78,2020-12-12 21:28:33+00:00
No Complaints,No Complaints (feat. Offset & Drake) (Bonus),Metro Boomin,70,2020-12-12 21:28:32+00:00
WHY,WHY,NF,59,2020-12-12 21:28:32+00:00
MIDDLE CHILD,MIDDLE CHILD,J. Cole,84,2020-12-12 21:28:31+00:00
I Am Not A Human Being II (Deluxe),Love Me,Lil Wayne,87,2020-12-12 21:28:31+00:00
Better off Dead,Suicidal Thoughts,Josh A,67,2020-12-12 21:28:30+00:00
Blessed II,Retro Jason,Josh A,30,2020-12-12 21:28:28+00:00
Hate Me (with Juice WRLD),Hate Me (with Juice WRLD),Ellie Goulding,75,2020-12-12 21:28:28+00:00
